competition,date_scraped,season,team,player,points,try_scored,conversion,penalty_goal,drop_goal,carries,metres_made,clean_break,defender_beaten,offload,tackle,missed_tackle,turnovers_conceded,penalty_conceded,yellow_card,red_card,lineout_throws_won
Nations Championship,2026-07-13,2026,Australia,Jock Campbell,5,1,,,,14,82,1,3,1,8,,1,2,,,
Nations Championship,2026-07-13,2026,Wales,Joe Hawkins,,,,,,12,29,,1,,28,9,1,3,,,
Nations Championship,2026-07-13,2026,England,Joe Heyes,,,,,,5,7,,1,,14,3,1,2,,,
Nations Championship,2026-07-13,2026,Ireland,Joe McCarthy,,,,,,7,4,,1,,14,2,1,1,,,
Nations Championship,2026-07-13,2026,South Africa,Johann Grobbelaar,,,,,,3,,,,,11,1,,1,,,6
Nations Championship,2026-07-13,2026,Scotland,Jonny Gray,,,,,,7,6,,,1,9,2,2,,,,
Nations Championship,2026-07-13,2026,New Zealand,Jordie Barrett,,,,,,17,26,1,1,3,22,2,2,1,,,
Nations Championship,2026-07-13,2026,Australia,Joseph-Aukuso Suaalii,,,,,,19,96,1,8,4,16,2,1,1,,,
Nations Championship,2026-07-13,2026,Wales,Josh Adams,5,1,,,,14,50,,3,4,13,3,2,,,,
Nations Championship,2026-07-13,2026,Scotland,Josh Bayliss,5,1,,,,7,30,,3,1,7,1,,1,,,
Nations Championship,2026-07-13,2026,Australia,Josh Canham,5,1,,,,8,8,,,2,16,7,,2,,,
Nations Championship,2026-07-13,2026,New Zealand,Josh Lord,,,,,,7,12,1,,,14,1,,,,,
Nations Championship,2026-07-13,2026,New Zealand,Josh Moorby,,,,,,8,86,4,3,,1,1,1,,,,
Nations Championship,2026-07-13,2026,Australia,Josh Nasser,,,,,,3,12,,2,,6,2,,1,,,8
Nations Championship,2026-07-13,2026,Ireland,Josh van der Flier,5,1,,,,7,17,,1,,19,1,,,,,
Nations Championship,2026-07-13,2026,Fiji,Josua Tuisova,,,,,,20,66,,5,4,10,1,1,,,,
Nations Championship,2026-07-13,2026,Italy,Juan Ignacio Brex,5,1,,,,15,61,2,2,2,18,5,3,1,,,
Nations Championship,2026-07-13,2026,Argentina,Julian Montoya,,,,,,14,19,,,,41,1,,1,,,23
Nations Championship,2026-07-13,2026,Argentina,Justo Piccardo,5,1,,,,15,52,2,3,1,12,,1,,,,
Nations Championship,2026-07-13,2026,Fiji,Kalaveti Ravouvou,,,,,,12,80,1,3,2,5,3,1,,,,
Nations Championship,2026-07-13,2026,France,Kalvin Gourgues,,,,,,1,19,1,1,,1,1,,,,,
Nations Championship,2026-07-13,2026,Wales,Kane James,,,,,,2,,,,,2,1,1,,,,
Nations Championship,2026-07-13,2026,Japan,Kanji Shimokawa,,,,,,8,16,,2,,17,2,,1,,,
Nations Championship,2026-07-13,2026,Japan,Kazuma Ueda,,,,,,9,32,1,2,,8,2,2,,,,1
Nations Championship,2026-07-13,2026,Japan,Keijiro Tamefusa,,,,,,4,3,,,,12,1,,,,,
Nations Championship,2026-07-13,2026,Wales,Kieran Hardy,,,,,,1,,,,,2,,1,,,,
Nations Championship,2026-07-13,2026,France,Killian Tixeront,,,,,,3,26,1,1,,19,2,1,,,,
Nations Championship,2026-07-13,2026,Japan,Kippei Ishida,,,,,,5,23,,,,5,1,,1,,,
Nations Championship,2026-07-13,2026,Fiji,Kitione Salawa,,,,,,11,31,,,1,4,1,2,2,,,
Nations Championship,2026-07-13,2026,South Africa,Kurt-Lee Arendse,5,1,,,,2,1,,,,2,2,,1,1,,
Nations Championship,2026-07-13,2026,Scotland,Kyle Rowe,10,2,,,,26,170,6,13,1,3,4,1,1,,,
Nations Championship,2026-07-13,2026,Scotland,Kyle Steyn,,,,,,18,58,1,8,,6,4,4,1,,,
Nations Championship,2026-07-13,2026,Australia,Lachlan Shaw,,,,,,,,,,,6,2,1,1,1,,
Nations Championship,2026-07-13,2026,Fiji,Lekima Tagitagivalu,,,,,,4,4,,,,9,3,1,1,,,
Nations Championship,2026-07-13,2026,Australia,Len Ikitau,,,,,,16,52,,3,2,18,5,1,,,,
Nations Championship,2026-07-13,2026,France,Lenni Nouchi,,,,,,17,57,2,3,2,14,3,1,,,,
Nations Championship,2026-07-13,2026,Italy,Leonardo Marin,5,1,,,,7,41,2,2,1,4,,,,,,
Nations Championship,2026-07-13,2026,New Zealand,Leroy Carter,,,,,,4,36,1,1,1,1,1,,,,,
Nations Championship,2026-07-13,2026,Fiji,Levani Botia,,,,,,5,9,,,,8,,1,3,1,,
Nations Championship,2026-07-13,2026,Fiji,Livai Natave,,,,,,1,1,,,,7,5,1,,,,
Nations Championship,2026-07-13,2026,Italy,Lorenzo Cannone,,,,,,20,66,,4,,32,1,,1,,,
Nations Championship,2026-07-13,2026,Italy,Lorenzo Pani,,,,,,1,,,,,,,1,,,,
Nations Championship,2026-07-13,2026,Italy,Louis Lynagh,,,,,,2,4,,,,5,2,3,,,,
Nations Championship,2026-07-13,2026,Wales,Louis Rees-Zammit,,,,,,7,22,,1,1,7,3,2,,,,
Nations Championship,2026-07-13,2026,Argentina,Lucio Cinti Luna,5,1,,,,20,56,2,8,3,14,3,1,,,,
Nations Championship,2026-07-13,2026,England,Luke Cowan-Dickie,,,,,,7,36,1,6,,7,2,1,1,,,9
Nations Championship,2026-07-13,2026,New Zealand,Luke Jacobson,,,,,,14,22,1,4,2,23,1,,2,,,
Nations Championship,2026-07-13,2026,Scotland,Magnus Bradbury,,,,,,3,34,1,1,,1,,,,,,
Nations Championship,2026-07-13,2026,South Africa,Malcolm Marx,5,1,,,,8,4,,1,1,18,1,1,,,,16
Nations Championship,2026-07-13,2026,Italy,Malik Faissal,,,,,,9,72,1,1,,12,2,3,,,,
Nations Championship,2026-07-13,2026,Japan,Mamoru Harada,,,,,,7,10,,1,,23,3,1,1,,,12
Nations Championship,2026-07-13,2026,South Africa,Manie Libbok,,,,,,2,16,,1,,8,,1,1,,,
Nations Championship,2026-07-13,2026,Italy,Marco Riccioni,,,,,,13,17,,,,24,6,,,,,
Nations Championship,2026-07-13,2026,South Africa,Marco van Staden,,,,,,2,4,,,,6,,,,,,
Nations Championship,2026-07-13,2026,Argentina,Marcos Kremer,5,1,,,,6,11,,,,14,2,2,,,,
Nations Championship,2026-07-13,2026,England,Marcus Smith,5,1,,,,18,77,,7,1,4,,2,,,,1
Nations Championship,2026-07-13,2026,France,Marko Gazzotti,,,,,,18,48,,2,1,37,2,,2,,,
Nations Championship,2026-07-13,2026,Argentina,Mateo Carreras,,,,,,21,109,3,5,1,21,3,,2,,,
Nations Championship,2026-07-13,2026,Argentina,Matias Alemanno,,,,,,5,8,,,,10,,,,,,
Nations Championship,2026-07-13,2026,Argentina,Matias Moroni,,,,,,7,25,,,,6,1,,,,,
Nations Championship,2026-07-13,2026,Scotland,Matt Fagerson,5,1,,,,15,21,,3,2,24,2,,,,,
Nations Championship,2026-07-13,2026,France,Matthieu Jalibert,5,1,,,,25,151,2,8,5,8,3,3,,,,
Nations Championship,2026-07-13,2026,Australia,Max Jorgensen,,,,,,17,101,3,8,,13,4,3,,,,
Nations Championship,2026-07-13,2026,Wales,Max Llewellyn,,,,,,4,8,,,,3,1,,,,,
Nations Championship,2026-07-13,2026,France,Max Spring,,,,,,7,51,2,1,1,5,3,2,,,,
Nations Championship,2026-07-13,2026,Scotland,Max Williamson,,,,,,4,30,1,1,1,1,,,,,,
Nations Championship,2026-07-13,2026,France,Maxime Lamothe,,,,,,7,13,,1,1,18,,,1,,,10
Nations Championship,2026-07-13,2026,France,Maxime Lucu,22,,5,4,,2,5,,1,,21,4,2,,,,1
Nations Championship,2026-07-13,2026,Argentina,Mayco Vivas,,,,,,4,5,1,2,,22,,,1,,,
Nations Championship,2026-07-13,2026,Fiji,Mesake Doge,,,,,,,,,,,5,,,2,,,
Nations Championship,2026-07-13,2026,Fiji,Mesake Vocevoce,,,,,,2,,,,,2,,,,,,
Nations Championship,2026-07-13,2026,Japan,Michael Leitch,,,,,,9,2,,1,,16,3,3,2,,,
Nations Championship,2026-07-13,2026,Japan,Michael Stolberg,,,,,,3,11,,,,2,1,,,,,
Nations Championship,2026-07-13,2026,Italy,Michele Lamaro,,,,,,12,19,,,,30,1,1,,,,
Nations Championship,2026-07-13,2026,France,Mickael Guillard,,,,,,8,8,,,,9,,,,,,
Nations Championship,2026-07-13,2026,Italy,Mirco Spagnolo,,,,,,1,2,,,,4,2,,,,,
Nations Championship,2026-07-13,2026,Italy,Monty Ioane,,,,,,9,12,,2,,2,2,2,,,,
Nations Championship,2026-07-13,2026,France,Moses Alo-Emile,,,,,,5,1,,,,4,,,,,,
Nations Championship,2026-07-13,2026,Italy,Muhamed Hasa,,,,,,3,2,,,,9,,,,,,
Nations Championship,2026-07-13,2026,Japan,Naoto Saito,,,,,,4,16,,,1,11,2,,3,,,
Nations Championship,2026-07-13,2026,Ireland,Nathan Doak,,,,,,,,,,,1,,,,,,
Nations Championship,2026-07-13,2026,Italy,Niccolo Cannone,,,,,,15,7,,,,19,,1,1,,1,
Nations Championship,2026-07-13,2026,Australia,Nick Champion de Crespigny,,,,,,6,7,,,,1,,1,,,,
Nations Championship,2026-07-13,2026,Ireland,Nick Timoney,5,1,,,,18,82,1,6,,21,2,,,,,
Nations Championship,2026-07-13,2026,Wales,Nicky Smith,,,,,,5,2,,,1,9,,,1,,,
Nations Championship,2026-07-13,2026,France,Nicolas Depoortere,,,,,,3,4,,,,1,1,1,,,,
Nations Championship,2026-07-13,2026,England,Noah Caluori,5,1,,,,4,28,2,2,,1,,,,,,
Nations Championship,2026-07-13,2026,France,Nolann le Garrec,,,,,,2,4,1,,,7,,,,,,
Nations Championship,2026-07-13,2026,South Africa,Ntuthuko Mchunu,,,,,,2,2,,,,3,3,,,,,
Nations Championship,2026-07-13,2026,England,Ollie Chessum,,,,,,7,16,,3,,15,6,1,1,,,
Nations Championship,2026-07-13,2026,France,Oscar Jegou,,,,,,15,19,,3,1,21,2,2,1,,,
Nations Championship,2026-07-13,2026,South Africa,Ox Nche,,,,,,2,24,1,2,,,,,,,,
Nations Championship,2026-07-13,2026,Argentina,Pablo Matera,,,,,,8,32,,2,1,18,3,,1,,,
Nations Championship,2026-07-13,2026,Italy,Paolo Garbisi,7,,2,1,,9,32,,2,,16,4,3,1,,,
Nations Championship,2026-07-13,2026,New Zealand,Pasilio Tosi,,,,,,5,7,,,,2,,,,,,
Nations Championship,2026-07-13,2026,South Africa,Paul de Villiers,,,,,,14,86,,4,,24,3,1,2,,,
Nations Championship,2026-07-13,2026,France,Peato Mauvaka,,,,,,2,10,,,,8,1,,1,,,6
Nations Championship,2026-07-13,2026,Fiji,Peceli Yato,,,,,,8,14,,,2,10,,1,1,,,
Nations Championship,2026-07-13,2026,Argentina,Pedro Delgado,,,,,,9,,,,,9,2,1,1,,,
Nations Championship,2026-07-13,2026,Fiji,Peni Ravai,,,,,,3,,,,1,4,1,1,3,,,
Nations Championship,2026-07-13,2026,New Zealand,Peter Lakai,5,1,,,,7,25,,,,6,2,,,,,
Nations Championship,2026-07-13,2026,France,Pierre Bochaton,,,,,,5,7,,1,,6,,,1,,,
Nations Championship,2026-07-13,2026,Scotland,Pierre Schoeman,5,1,,,,22,29,,,,22,1,,3,,,
Nations Championship,2026-07-13,2026,South Africa,Pieter-Steph du Toit,,,,,,19,49,2,1,,29,11,2,2,,,
Nations Championship,2026-07-13,2026,Fiji,Pita Gus Sowakula,5,1,,,,13,38,,,3,3,4,1,,,,
Nations Championship,2026-07-13,2026,South Africa,Quan Horn,2,,1,,,3,6,,1,,4,,,,,,
Nations Championship,2026-07-13,2026,New Zealand,Quinn Tupaea,,,,,,9,14,,1,,6,3,1,1,,,
Nations Championship,2026-07-13,2026,France,Reda Wardi,,,,,,2,,,,,4,2,,,,,
Nations Championship,2026-07-13,2026,France,Regis Montagne,,,,,,4,6,,1,,4,2,,,,,
Nations Championship,2026-07-13,2026,Wales,Rhys Carre,10,2,,,,8,15,,,,13,4,1,1,,,
Nations Championship,2026-07-13,2026,Italy,Riccardo Favretto,,,,,,1,,,,,5,1,1,,,,
Nations Championship,2026-07-13,2026,Australia,Rob Valetini,,,,,,25,61,2,8,,16,,1,1,,,
Nations Championship,2026-07-13,2026,Ireland,Robbie Henshaw,5,1,,,,8,31,,2,,12,,1,,,,
Nations Championship,2026-07-13,2026,Argentina,Rodrigo Isgro,5,1,,,,3,13,,1,1,3,,,,,,
Nations Championship,2026-07-13,2026,France,Romain Ntamack,5,1,,,,9,55,1,4,1,8,2,,,,,
Nations Championship,2026-07-13,2026,Ireland,Ronan Kelleher,,,,,,9,40,1,,1,12,,,,,,12
Nations Championship,2026-07-13,2026,Scotland,Rory Darge,,,,,,10,20,,4,1,22,3,,,,,
Nations Championship,2026-07-13,2026,Scotland,Rory Hutchinson,5,1,,,,18,68,1,4,2,5,1,,1,,,
Nations Championship,2026-07-13,2026,Scotland,Rory Sutherland,,,,,,6,3,,,,2,,1,,,,
Nations Championship,2026-07-13,2026,Italy,Ross Vintcent,,,,,,9,22,1,2,1,34,1,2,1,,,
Nations Championship,2026-07-13,2026,South Africa,Ruan Nortje,,,,,,13,47,1,1,,36,5,1,1,,,
Nations Championship,2026-07-13,2026,New Zealand,Ruben Love,21,,9,1,,6,58,1,6,1,6,2,,1,1,,
Nations Championship,2026-07-13,2026,Wales,Ryan Elias,5,1,,,,11,7,,1,,4,,,,,,8
Nations Championship,2026-07-13,2026,Australia,Ryan Lonergan,11,1,3,,,2,39,,1,,7,5,,,,,
Nations Championship,2026-07-13,2026,Fiji,Salesi Rayasi,,,,,,21,101,1,11,5,4,3,2,2,,,
Nations Championship,2026-07-13,2026,Wales,Sam Costelow,10,,5,,,13,23,1,1,,17,3,2,,,,
Nations Championship,2026-07-13,2026,New Zealand,Sam Darry,5,1,,,,21,24,,1,,30,3,,1,,,
Nations Championship,2026-07-13,2026,Japan,Sam Greene,,,,,,1,,,,,3,,2,,,,1
Nations Championship,2026-07-13,2026,Ireland,Sam Illo,,,,,,3,2,,,,3,,,,,,
Nations Championship,2026-07-13,2026,Fiji,Sam Matavesi,,,,,,2,,,,,1,,,,,,1
Nations Championship,2026-07-13,2026,Ireland,Sam Prendergast,8,,4,,,5,14,,,1,5,6,1,,,,
Nations Championship,2026-07-13,2026,New Zealand,Samisoni Taukei'aho,,,,,,8,9,,2,,2,1,,,,,4
Nations Championship,2026-07-13,2026,Argentina,Santiago Carreras,5,1,,,,26,79,3,6,1,2,6,2,1,,,1
Nations Championship,2026-07-13,2026,Argentina,Santiago Grondona,,,,,,9,22,,,,24,3,1,1,,,
Nations Championship,2026-07-13,2026,Scotland,Scott Cummings,5,1,,,,9,42,1,3,1,25,4,,2,,,1
Nations Championship,2026-07-13,2026,Ireland,Sean Jansen,5,1,,,,12,53,,5,1,13,,,,,,
Nations Championship,2026-07-13,2026,England,Seb Atkinson,5,1,,,,9,29,1,,,13,1,1,,,,
Nations Championship,2026-07-13,2026,Fiji,Selestino Ravutaumada,5,1,,,,12,75,2,4,3,4,2,,,,,
Nations Championship,2026-07-13,2026,Fiji,Semi Radradra,,,,,,6,37,,1,3,2,,1,1,,,
Nations Championship,2026-07-13,2026,Fiji,Simione Kuruvoli,,,,,,4,7,,,1,9,1,1,1,,1,
Nations Championship,2026-07-13,2026,Argentina,Simon Benitez Cruz,,,,,,2,1,,,1,4,1,,,,,
Nations Championship,2026-07-13,2026,Scotland,Sione Tuipulotu,5,1,,,,23,137,4,12,1,21,2,1,,,,
Nations Championship,2026-07-13,2026,Scotland,Stafford McDowall,,,,,,2,2,,,,1,,,,,,
Nations Championship,2026-07-13,2026,Italy,Stephen Varney,,,,,,8,28,,3,,15,7,4,,,,
Nations Championship,2026-07-13,2026,Ireland,Stuart McCloskey,,,,,,17,64,1,7,3,9,2,,2,,,
Nations Championship,2026-07-13,2026,Japan,Syuhei Takeuchi,,,,,,16,25,,,,19,1,,2,,,
Nations Championship,2026-07-13,2026,Ireland,Tadhg Beirne,,,,,,8,7,,,,13,,,,,,
Nations Championship,2026-07-13,2026,Ireland,Tadhg Furlong,,,,,,5,4,,,,7,1,,1,,,
Nations Championship,2026-07-13,2026,Wales,Taine Plumtree,,,,,,1,,,,,1,,,,,,
Nations Championship,2026-07-13,2026,Japan,Taira Main,5,1,,,,6,64,1,1,,12,1,3,,,,
Nations Championship,2026-07-13,2026,Japan,Takato Okabe,,,,,,9,19,1,,,19,,1,2,,,
Nations Championship,2026-07-13,2026,Japan,Takuro Matsunaga,27,1,5,4,,15,90,,2,1,8,3,4,,,,1
Nations Championship,2026-07-13,2026,Australia,Taniela Tupou,,,,,,9,44,1,3,,8,,1,,,,
Nations Championship,2026-07-13,2026,Australia,Tate McDermott,5,1,,,,13,30,,2,,3,2,,,,,
Nations Championship,2026-07-13,2026,Wales,Teddy Williams,,,,,,10,6,,,2,6,1,,1,,,
Nations Championship,2026-07-13,2026,Fiji,Temo Mayanavanua,,,,,,12,22,,1,2,8,3,1,,,,
Nations Championship,2026-07-13,2026,Fiji,Tevita Ikanivere,5,1,,,,14,27,,1,1,15,1,3,2,,,10
Nations Championship,2026-07-13,2026,Fiji,Tevita Ratuva,,,,,,1,,,,,4,1,1,1,,,
Nations Championship,2026-07-13,2026,France,Tevita Tatafu,,,,,,3,7,,,1,10,,,,,,
Nations Championship,2026-07-13,2026,France,Theo Attissogbe,10,2,,,,24,137,3,7,4,29,1,2,,,,
Nations Championship,2026-07-13,2026,South Africa,Thomas du Toit,5,1,,,,4,2,,,,12,2,,,,,
Nations Championship,2026-07-13,2026,Japan,Tiennan Costley,,,,,,5,15,,,,10,1,,,,,
Nations Championship,2026-07-13,2026,Fiji,Tim Hoyt,,,,,,2,2,,,,2,,1,,,,
Nations Championship,2026-07-13,2026,Ireland,Tom Clarkson,5,1,,,,7,8,,1,,8,,,,,,
Nations Championship,2026-07-13,2026,England,Tom Curry,,,,,,3,,,,,17,2,,1,,,
Nations Championship,2026-07-13,2026,Australia,Tom Hooper,,,,,,1,1,,,,4,1,,,,,
Nations Championship,2026-07-13,2026,Scotland,Tom Jordan,6,,3,,,6,32,1,4,1,8,1,,,,,
Nations Championship,2026-07-13,2026,Ireland,Tom O'Toole,5,1,,,,17,13,,1,1,21,,,5,,,
Nations Championship,2026-07-13,2026,France,Tom Staniforth,,,,,,19,14,,,1,22,1,,1,,,
Nations Championship,2026-07-13,2026,Ireland,Tom Stewart,5,1,,,,3,3,1,1,,3,1,,,,,6
Nations Championship,2026-07-13,2026,Australia,Tom Wright,,,,,,9,55,1,,,5,,3,,1,,
Nations Championship,2026-07-13,2026,Argentina,Tomas Albornoz,23,,10,1,,21,84,1,2,1,7,3,,2,,,1
Nations Championship,2026-07-13,2026,Italy,Tommaso Allan,5,,1,1,,12,70,2,1,3,5,1,4,,,,
Nations Championship,2026-07-13,2026,Italy,Tommaso Menoncello,5,1,,,,22,91,3,7,2,14,4,5,2,,,
Nations Championship,2026-07-13,2026,Italy,Tommaso di Bartolomeo,,,,,,10,13,,,,19,2,,,,,17
Nations Championship,2026-07-13,2026,England,Tommy Freeman,,,,,,15,46,1,2,,7,1,2,2,1,,
Nations Championship,2026-07-13,2026,Wales,Tomos Williams,,,,,,15,24,,1,,17,6,3,1,,,
Nations Championship,2026-07-13,2026,Argentina,Tomás Rapetti,5,1,,,,10,26,1,4,,11,,1,,,,
Nations Championship,2026-07-13,2026,New Zealand,Tupou Vaa'i,5,1,,,,9,11,,,,8,1,1,1,,,
Nations Championship,2026-07-13,2026,New Zealand,Tyrel Lomax,,,,,,10,5,,2,1,10,3,1,,,,
Nations Championship,2026-07-13,2026,Fiji,Vilimoni Botitu,,,,,,4,18,,1,,,,,,,,
Nations Championship,2026-07-13,2026,South Africa,Vincent Tshituka,,,,,,1,4,,,,7,2,,1,,,
Nations Championship,2026-07-13,2026,Fiji,Vuate Karawalevu,,,,,,3,22,,,,1,3,5,,,,
Nations Championship,2026-07-13,2026,New Zealand,Wallace Sititi,,,,,,22,67,1,3,5,14,1,3,2,,,
Nations Championship,2026-07-13,2026,Japan,Warner Dearns,5,1,,,,25,36,,,,22,1,,,,,
Nations Championship,2026-07-13,2026,South Africa,Wilco Louw,,,,,,2,1,,,,9,,,1,,,
Nations Championship,2026-07-13,2026,Scotland,Will Hurd,,,,,,4,4,,,,1,,,,,,
Nations Championship,2026-07-13,2026,New Zealand,Will Jordan,25,5,,,,27,155,3,5,,12,,4,1,,,
Nations Championship,2026-07-13,2026,New Zealand,Xavier Numia,,,,,,5,6,,,1,7,2,,,,,
Nations Championship,2026-07-13,2026,France,Yoram Moefana,,,,,,20,118,2,5,2,29,1,1,1,,,
Nations Championship,2026-07-13,2026,Japan,Yuya Hirose,,,,,,6,10,1,2,,6,2,,1,,,
Nations Championship,2026-07-13,2026,South Africa,Zac Porthen,5,1,,,,6,12,,3,,15,1,,,,,
Nations Championship,2026-07-13,2026,Scotland,Zander Fagerson,,,,,,16,26,,1,,21,2,1,,,,
Nations Championship,2026-07-13,2026,Fiji,Zuriel Togiatama,,,,,,1,,,,,2,,,1,,,1
World Rugby Nations Cup,2026-07-13,2026,Samoa,AJ Alatimu,18,,9,,,9,36,,3,1,6,3,1,1,,,
World Rugby Nations Cup,2026-07-13,2026,Portugal,Abel da Cunha,,,,,,2,,,,,6,,,,,,
World Rugby Nations Cup,2026-07-13,2026,Samoa,Abraham Papalii,,,,,,2,,,,,4,2,,1,,,
World Rugby Nations Cup,2026-07-13,2026,Romania,Adrian Mitu,5,1,,,,25,125,2,7,2,22,4,1,5,,,
World Rugby Nations Cup,2026-07-13,2026,Zimbabwe,Aiden Burnett,5,1,,,,5,7,,,,4,,2,1,,,
World Rugby Nations Cup,2026-07-13,2026,Georgia,Akaki Tabutsadze,,,,,,4,10,1,1,,9,4,2,1,,,
World Rugby Nations Cup,2026-07-13,2026,Samoa,Aki Seiuli,5,1,,,,15,26,,2,1,15,1,1,3,1,,
World Rugby Nations Cup,2026-07-13,2026,Samoa,Alamanda Motuga,,,,,,15,33,2,5,3,29,5,1,,,,
World Rugby Nations Cup,2026-07-13,2026,Spain,Alberto Carmona,5,1,,,,4,21,,2,1,11,,,2,,,
World Rugby Nations Cup,2026-07-13,2026,Georgia,Aleksandre Kuntelia,,,,,,2,2,,,,6,2,,3,,,
World Rugby Nations Cup,2026-07-13,2026,USA,Alex Maughan,,,,,,5,1,,1,,3,,1,1,,,5
World Rugby Nations Cup,2026-07-13,2026,Romania,Alexandru Savin,,,,,,4,1,,,,10,1,,1,1,,
World Rugby Nations Cup,2026-07-13,2026,Uruguay,Alfonso Vidal,,,,,,3,8,,,,1,2,,,,,
World Rugby Nations Cup,2026-07-13,2026,Portugal,Alfredo Almeida,,,,,,2,9,,,,2,1,,,,,
World Rugby Nations Cup,2026-07-13,2026,Romania,Alin Conache,11,,4,1,,6,29,1,1,,7,3,2,,,,
World Rugby Nations Cup,2026-07-13,2026,Spain,Alvar Gimeno,,,,,,14,70,1,3,4,23,2,2,,,,
World Rugby Nations Cup,2026-07-13,2026,Spain,Alvaro Garcia Albo,,,,,,11,19,,2,1,15,1,3,,,,17
World Rugby Nations Cup,2026-07-13,2026,Romania,Andrei Mahu,,,,,,4,4,,,,19,6,,3,1,,
World Rugby Nations Cup,2026-07-13,2026,Canada,Andrew Quattrin,5,1,,,,21,41,,1,,17,3,1,2,,,21
World Rugby Nations Cup,2026-07-13,2026,Portugal,André Cunha,,,,,,5,3,,,1,8,1,,,,,
World Rugby Nations Cup,2026-07-13,2026,Portugal,Antonio Prim,,,,,,7,7,,,,6,,,1,,,
World Rugby Nations Cup,2026-07-13,2026,Spain,Antonio Suarez,10,2,,,,6,7,,,,29,,1,1,,,
World Rugby Nations Cup,2026-07-13,2026,Tonga,Anzelo Tuitavuki,,,,,,2,30,1,2,,1,,,,,,
World Rugby Nations Cup,2026-07-13,2026,Tonga,Atu Moli,,,,,,9,4,,,,9,,2,4,,,
World Rugby Nations Cup,2026-07-13,2026,Georgia,Bachuki Tchumbadze,,,,,,5,1,,,,7,,,3,,,
World Rugby Nations Cup,2026-07-13,2026,Georgia,Beka Shvangiradze,,,,,,14,52,,4,,32,,,1,,,
World Rugby Nations Cup,2026-07-13,2026,USA,Ben Bonasso,,,,,,9,43,,1,,9,1,,,,,
World Rugby Nations Cup,2026-07-13,2026,Samoa,Ben Nee Nee,,,,,,10,50,,3,,18,1,2,,,,
World Rugby Nations Cup,2026-07-13,2026,USA,Brandon Harvey,,,,,,5,9,,,,8,,,,,,
World Rugby Nations Cup,2026-07-13,2026,Zimbabwe,Brandon Mudzekenyedzi,,,,,,15,63,1,6,2,16,4,1,,,,
World Rugby Nations Cup,2026-07-13,2026,Hong Kong,Brendon Nell,,,,,,1,1,,,,,1,,,,,
World Rugby Nations Cup,2026-07-13,2026,Canada,Brock Gallagher,5,1,,,,4,21,,1,1,,,,,,,
World Rugby Nations Cup,2026-07-13,2026,Zimbabwe,Bruce Houston,5,,1,1,,9,19,,,,10,3,,2,,,
World Rugby Nations Cup,2026-07-13,2026,Chile,Bruno Saez,,,,,,,,,,,1,,,,,,
World Rugby Nations Cup,2026-07-13,2026,Zimbabwe,Bryan Chiang,,,,,,,,,,,,,,,,,1
World Rugby Nations Cup,2026-07-13,2026,Canada,Cali Martinez,,,,,,12,19,,1,1,15,3,,,,,
World Rugby Nations Cup,2026-07-13,2026,Hong Kong,Calum Scott,,,,,,1,4,,,,2,,,,,,2
World Rugby Nations Cup,2026-07-13,2026,USA,Chris Hilsenbeck,17,,4,3,,16,53,1,,,6,4,1,1,,,
World Rugby Nations Cup,2026-07-13,2026,Chile,Clemente Saavedra,,,,,,9,17,,1,,16,,,1,,,
World Rugby Nations Cup,2026-07-13,2026,Zimbabwe,Cleopas Kundiona,,,,,,5,12,,,,12,2,,1,,,
World Rugby Nations Cup,2026-07-13,2026,Canada,Cody Nhanala,,,,,,2,1,,,1,1,,,,,,
World Rugby Nations Cup,2026-07-13,2026,Portugal,Cody Thomas,,,,,,6,9,,,,10,1,,1,,,
World Rugby Nations Cup,2026-07-13,2026,Canada,Cole Keith,,,,,,8,6,,,,10,2,,3,,,
World Rugby Nations Cup,2026-07-13,2026,USA,Conner Mooneyham,5,1,,,,5,13,,,,10,1,1,,,,
World Rugby Nations Cup,2026-07-13,2026,Samoa,Connor Tupai,5,1,,,,2,31,,,1,4,2,1,,,,
World Rugby Nations Cup,2026-07-13,2026,Canada,Cooper Coats,2,,1,,,15,121,,3,,1,1,1,,,,
World Rugby Nations Cup,2026-07-13,2026,USA,Cory Daniel,10,2,,,,15,18,1,1,,17,1,,3,,,
World Rugby Nations Cup,2026-07-13,2026,Romania,Cosmin Manole,,,,,,9,12,,2,,20,2,,,,,
World Rugby Nations Cup,2026-07-13,2026,Romania,Cristi Boboc,,,,,,4,13,,2,1,23,1,,1,,,
World Rugby Nations Cup,2026-07-13,2026,Chile,Cristobal Game,,,,,,2,16,,,,2,1,,,,,
World Rugby Nations Cup,2026-07-13,2026,Romania,Damian Bonaparte,,,,,,1,,,,,1,1,,,,,
World Rugby Nations Cup,2026-07-13,2026,Hong Kong,Dana Fourie,,,,,,,,,,,2,,,,,,
World Rugby Nations Cup,2026-07-13,2026,Romania,Daniel Plai,,,,,,2,16,,1,,6,3,1,,,,
World Rugby Nations Cup,2026-07-13,2026,Georgia,Davit Niniashvili,,,,,,16,62,1,10,3,11,1,2,1,1,,
World Rugby Nations Cup,2026-07-13,2026,Canada,Dewald Kotze,,,,,,,,,,,,,,,,,2
World Rugby Nations Cup,2026-07-13,2026,Chile,Diego Escobar,10,2,,,,14,96,2,4,,16,5,1,,,,28
World Rugby Nations Cup,2026-07-13,2026,Spain,Diego Gonzalez,,,,,,,,,,,3,,,,,,
